,序号,出现频率最高的地址,最高重复次数,各数据出现次数
211,212,北京市朝阳区豆各庄乡孟家屯村村南天达路8号院东侧,2,{'北京市朝阳区豆各庄乡孟家屯村村南天达路8号院东侧': 2}
212,213,北京市朝阳区南豆各庄（,2,"{'北京市朝阳区南豆各庄(北京市荧光灯厂院内)': 1, '北京市朝阳区南豆各庄（': 2, '北京市荧光灯厂院内）': 2, '北京市朝阳区南豆各庄(': 1, '北京市荧光灯厂院内)': 1}"
213,214,北京市朝阳区豆各庄乡豆各庄村北里22号,2,"{'北京市朝阳区豆各庄乡豆各庄村北里22号': 2, '北京市朝阳区豆各庄乡豆各庄村北里２２号': 1, '北京市朝阳区豆各庄乡豆各庄村北里２２号朝阳区豆各庄乡豆各庄村北里22号': 1}"
214,215,北京市朝阳区双桥农厂孙家坡村办公楼西,3,"{'北京市朝阳区双桥农厂孙家坡村办公楼西': 3, '北京市朝阳区双桥农厂孙家坡': 1, '北京市朝阳区双桥农厂孙家坡办公楼西': 1}"
215,216,北京市朝阳区豆各庄乡水牛坊村南18号,2,"{'北京市朝阳区豆各庄乡水牛坊村南18号': 2, '北京市朝阳区豆各庄乡水牛坊村南１８号': 1}"
216,217,北京市朝阳区双桥农场马家湾村,1,{'北京市朝阳区双桥农场马家湾村': 1}
217,218,北京市朝阳区豆各庄乡马家湾村村东侧,3,{'北京市朝阳区豆各庄乡马家湾村村东侧': 3}
218,219,北京市朝阳区双桥中路何家坟双桥利通汽修厂院内,1,{'北京市朝阳区双桥中路何家坟双桥利通汽修厂院内': 1}
219,220,万科青青家园4-6号楼1单元105号,1,{'万科青青家园4-6号楼1单元105号': 1}
220,221,北京市朝阳区豆各庄乡孙家坡村南磨房乡工业园区北区1号,2,"{'北京市朝阳区豆各庄乡孙家坡村南磨房乡工业园区北区1号': 2, '北京市朝阳区豆各庄乡孙家坡村南磨房乡工业园区北区１号': 1}"
221,222,北京市朝阳区豆各庄乡马家湾村村东侧2号,1,{'北京市朝阳区豆各庄乡马家湾村村东侧2号': 1}
222,223,北京市朝阳区豆各庄乡石槽村252号,2,"{'北京市朝阳区豆各庄乡石槽村252号': 2, '北京市朝阳区豆各庄乡石槽村２５２号': 1}"
223,224,朝阳区豆各庄乡豆各庄村西,1,{'朝阳区豆各庄乡豆各庄村西': 1}
224,225,北京市朝阳区豆各庄乡水牛坊村甲4号,2,"{'北京市朝阳区豆各庄乡水牛坊村甲4号': 2, '北京市朝阳区豆各庄乡水牛坊村甲４号': 1}"
225,226,朝阳区豆各庄乡孟家坟村,1,"{'朝阳区豆各庄乡孟家坟村': 1, '北京市大兴区庞各庄镇定福庄村委会东500米': 1, '北京市中日园艺研究所院内': 1}"
226,227,北京市朝阳区豆各庄乡于家围村北,3,{'北京市朝阳区豆各庄乡于家围村北': 3}
227,228,北京市朝阳区豆各庄乡石槽村268号,1,"{'北京市朝阳区豆各庄乡石槽村268号': 1, '北京市朝阳区豆各庄乡石槽村２６８号': 1}"
228,229,北京市朝阳区豆各庄乡(北京皮革公司化工厂北院)4号平房5间,1,"{'北京市朝阳区豆各庄乡(北京皮革公司化工厂北院)4号平房5间': 1, '北京市朝阳区豆各庄乡（': 1, '北京皮革公司化工厂北院）４号平房５间': 1, '北京市朝阳区豆各庄乡(': 1, '北京皮革公司化工厂北院)4号平房5间': 1}"
229,230,北京市朝阳区豆各庄乡孙家坡滨河路2号,1,{'北京市朝阳区豆各庄乡孙家坡滨河路2号': 1}
230,231,北京市朝阳区豆各庄乡孙家坡滨河路2号,1,{'北京市朝阳区豆各庄乡孙家坡滨河路2号': 1}
231,232,北京市朝阳区豆各庄乡水牛坊村(南四区8号院东侧的半个院落),1,{'北京市朝阳区豆各庄乡水牛坊村(南四区8号院东侧的半个院落)': 1}
232,233,北京市朝阳区孙家坡北路18号,2,{'北京市朝阳区孙家坡北路18号': 2}
233,234,北京市朝阳区水牛坊村,2,"{'北京市朝阳区水牛坊村': 2, '北京市朝阳区水牛坊村朝阳区水牛坊村朝阳区水牛坊村': 1}"
234,235,北京市朝阳区双桥豆各庄,2,"{'北京市朝阳区豆各庄乡黄厂路': 1, '北京市朝阳区双桥豆各庄': 2}"
235,236,北京市朝阳区豆各庄乡石槽村268—1,1,"{'北京市朝阳区豆各庄乡石槽村268—1': 1, '北京市朝阳区豆各庄乡石槽村２６８－１': 1}"
236,237,北京市朝阳区豆各庄乡于家围村193号,2,{'北京市朝阳区豆各庄乡于家围村193号': 2}
237,238,北京市朝阳区豆各庄乡孙家坡村,2,{'北京市朝阳区豆各庄乡孙家坡村': 2}
238,239,北京市朝阳区豆各庄乡何家坟村,2,{'北京市朝阳区豆各庄乡何家坟村': 2}
239,240,北京市朝阳区豆各庄乡何家坟,3,"{'北京市朝阳区豆各庄乡何家坟': 3, '北京市朝阳区豆各庄地区办事处豆各庄村何家坟南京沈豆各庄出口何家坟村内': 1, '北京市朝阳区高碑店地区办事处高碑店村何家坟南京沈豆各庄出口何家坟村内': 1}"
240,241,北京市朝阳区豆各庄乡于家围北村,3,{'北京市朝阳区豆各庄乡于家围北村': 3}
241,242,北京市朝阳区豆各庄乡马家湾村村东,1,{'北京市朝阳区豆各庄乡马家湾村村东': 1}
242,243,北京市朝阳区双桥马家湾村,1,{'北京市朝阳区双桥马家湾村': 1}
243,244,北京市朝阳区双桥豆各庄,3,"{'北京市朝阳区双桥豆各庄': 3, '北京市朝阳区豆各庄乡黄厂路': 1}"
244,245,北京市朝阳区豆各庄乡石槽村,1,"{'北京市朝阳区豆各庄乡石槽村': 1, '北京市朝阳区黑庄户地区办事处双树南村内': 1, '北京市朝阳区黑庄户地区办事处双树南村朝阳区豆各庄乡石槽村南': 1}"
245,246,北京市朝阳区双桥豆各庄乡豆各庄村,3,{'北京市朝阳区双桥豆各庄乡豆各庄村': 3}
246,247,马家湾东侧甲1号,1,{'马家湾东侧甲1号': 1}
247,248,北京市朝阳区豆各庄乡孙家坡村(村南),2,"{'北京市朝阳区豆各庄乡孙家坡村(村南)': 2, '北京市朝阳区豆各庄乡孙家坡村（村南）朝阳区豆各庄乡孙家坡村（村南）': 1}"
248,249,北京市朝阳区豆各庄乡于家围北村88号,2,"{'北京市朝阳区豆各庄乡于家围北村88号': 2, '北京市朝阳区豆各庄乡于家围北村８８号': 1}"
249,250,北京市朝阳区豆各庄乡石槽村南路,1,{'北京市朝阳区豆各庄乡石槽村南路': 1}
250,251,北京市朝阳区豆各庄乡石槽村东,5,{'北京市朝阳区豆各庄乡石槽村东': 5}
251,252,北京市朝阳区豆各庄乡石槽村,3,{'北京市朝阳区豆各庄乡石槽村': 3}
252,253,北京市朝阳区豆各庄乡南何家村北,1,{'北京市朝阳区豆各庄乡南何家村北': 1}
253,254,北京市朝阳区豆各庄乡马家湾二区86号,4,"{'北京市朝阳区豆各庄乡马家湾二区86号': 4, '北京市朝阳区豆各庄乡马家湾二区８６号': 1}"
254,255,北京市朝阳区黄厂南里1号院6号楼1907,1,{'北京市朝阳区黄厂南里1号院6号楼1907': 1}
255,256,北京市朝阳区豆各庄乡(北京皮革公司化工厂北院)4号平房5间,1,"{'北京市朝阳区豆各庄乡(北京皮革公司化工厂北院)4号平房5间': 1, '北京皮革公司化工厂北院)4号平房5间': 1}"
256,257,北京市朝阳区双桥豆各庄,1,{'北京市朝阳区双桥豆各庄': 1}
257,258,北京市朝阳区豆各庄乡豆各庄村北里22号,1,{'北京市朝阳区豆各庄乡豆各庄村北里22号': 1}
258,259,北京市朝阳区南豆各庄(北京市荧光灯厂院内),1,{'北京市朝阳区南豆各庄(北京市荧光灯厂院内)': 1}
259,260,北京市朝阳区豆各庄乡水牛坊村南18号,1,{'北京市朝阳区豆各庄乡水牛坊村南18号': 1}
260,261,北京市朝阳区豆各庄乡石槽村252号,1,{'北京市朝阳区豆各庄乡石槽村252号': 1}
261,262,北京市朝阳区豆各庄乡孙家坡村,1,{'北京市朝阳区豆各庄乡孙家坡村': 1}
262,263,北京市朝阳区豆各庄乡孙家坡村南,1,{'北京市朝阳区豆各庄乡孙家坡村南': 1}
263,264,北京市朝阳区豆各庄乡马家湾村村东侧,1,{'北京市朝阳区豆各庄乡马家湾村村东侧': 1}
264,265,北京市朝阳区豆各庄乡孙家坡村南磨房乡工业园区北区1号,1,{'北京市朝阳区豆各庄乡孙家坡村南磨房乡工业园区北区1号': 1}
265,266,北京市朝阳区豆各庄乡水牛坊村甲4号,1,{'北京市朝阳区豆各庄乡水牛坊村甲4号': 1}
266,267,北京市朝阳区豆各庄乡于家围村北,1,{'北京市朝阳区豆各庄乡于家围村北': 1}
267,268,北京市朝阳区豆各庄乡石槽村268号,1,{'北京市朝阳区豆各庄乡石槽村268号': 1}
268,269,北京市朝阳区孙家坡北路18号,1,{'北京市朝阳区孙家坡北路18号': 1}
269,270,北京市朝阳区水牛坊村,1,{'北京市朝阳区水牛坊村': 1}
270,271,北京市朝阳区豆各庄乡石槽村268—1,1,{'北京市朝阳区豆各庄乡石槽村268—1': 1}
271,272,北京市朝阳区豆各庄乡于家围村193号,1,{'北京市朝阳区豆各庄乡于家围村193号': 1}
272,273,北京市朝阳区豆各庄乡孙家坡村,1,{'北京市朝阳区豆各庄乡孙家坡村': 1}
273,274,北京市朝阳区何家坟,1,{'北京市朝阳区何家坟': 1}
274,275,北京市朝阳区豆各庄乡何家坟,1,{'北京市朝阳区豆各庄乡何家坟': 1}
275,276,北京市朝阳区豆各庄乡于家围北村,1,{'北京市朝阳区豆各庄乡于家围北村': 1}
276,277,北京市朝阳区郎各庄,1,{'北京市朝阳区郎各庄': 1}
277,278,北京市朝阳区豆各庄乡石槽村,1,{'北京市朝阳区豆各庄乡石槽村': 1}
278,279,北京市朝阳区双桥豆各庄乡豆各庄村,1,{'北京市朝阳区双桥豆各庄乡豆各庄村': 1}
279,280,北京市朝阳区豆各庄乡孙家坡村(村南),1,{'北京市朝阳区豆各庄乡孙家坡村(村南)': 1}
280,281,北京市朝阳区豆各庄乡于家围北村88号,1,{'北京市朝阳区豆各庄乡于家围北村88号': 1}
281,282,北京市朝阳区豆各庄乡石槽村东,1,{'北京市朝阳区豆各庄乡石槽村东': 1}
282,283,北京市朝阳区豆各庄乡石槽村,1,{'北京市朝阳区豆各庄乡石槽村': 1}
283,284,北京市朝阳区豆各庄乡马家湾二区86号,1,{'北京市朝阳区豆各庄乡马家湾二区86号': 1}
284,285,北京市朝阳区豆各庄地区办事处马家湾村朝阳区豆各庄乡马家湾村18号南400米,1,{'北京市朝阳区豆各庄地区办事处马家湾村朝阳区豆各庄乡马家湾村18号南400米': 1}
285,286,北京市朝阳区豆各庄地区办事处马家湾村朝阳区豆各庄乡马家湾村18号南400米,1,{'北京市朝阳区豆各庄地区办事处马家湾村朝阳区豆各庄乡马家湾村18号南400米': 1}
286,287,北京市朝阳区豆各庄地区办事处黄厂村朝阳区南豆各庄49号,1,{'北京市朝阳区豆各庄地区办事处黄厂村朝阳区南豆各庄49号': 1}
287,288,北京市朝阳区豆各庄地区办事处于家围北队村朝阳区豆各庄双桥供电所东侧110号,1,{'北京市朝阳区豆各庄地区办事处于家围北队村朝阳区豆各庄双桥供电所东侧110号': 1}
288,289,北京市朝阳区豆各庄地区办事处黄厂村朝阳区黄厂路49号,1,{'北京市朝阳区豆各庄地区办事处黄厂村朝阳区黄厂路49号': 1}
289,290,北京市朝阳区豆各庄地区办事处黄厂村王四营乡白鹿司南265号,1,{'北京市朝阳区豆各庄地区办事处黄厂村王四营乡白鹿司南265号': 1}
290,291,北京市朝阳区豆各庄地区办事处豆各庄村豆各庄乡青青家园小区东侧,1,{'北京市朝阳区豆各庄地区办事处豆各庄村豆各庄乡青青家园小区东侧': 1}
291,292,北京市朝阳区酒仙桥路4号,2,"{'北京市朝阳区酒仙桥路4号': 2, '北京市朝阳区酒仙桥路四号': 1}"
292,293,北京市朝阳区酒仙桥街道办事处红霞路社区居委会东四环路东直门外万红西街2号,1,"{'北京市朝阳区酒仙桥街道办事处红霞路社区居委会东四环路东直门外万红西街2号': 1, '北京市朝阳区酒仙桥街道办事处东四环东直门外万红西街2号': 1, '北京市朝阳区东直门外西八间房': 1}"
293,294,北京市朝阳区酒仙桥街道办事处红霞路社区居委会东四环路2号,1,"{'北京市朝阳区酒仙桥街道办事处红霞路社区居委会东四环路2号': 1, '北京市朝阳区酒仙桥街道办事处高家园社区居委会万红西街2号': 1, '北京市朝阳区东直门外西八间房': 1}"
294,295,北京市朝阳区酒仙桥路8号,2,"{'北京市朝阳区酒仙桥路8号': 2, '北京市朝阳区酒仙桥路甲12号': 1}"
295,296,北京市朝阳区酒仙桥路12号北门,2,"{'北京市朝阳区酒仙桥路12号北门': 2, '北京市朝阳区酒仙桥路甲12号': 1}"
296,297,北京市朝阳区酒仙桥东路1号院,2,"{'北京市朝阳区酒仙桥东路1号院': 2, '北京市朝阳区酒仙桥路甲12号': 1}"
297,298,北京市朝阳区酒仙桥北路甲10号院,2,"{'北京市朝阳区酒仙桥北路甲10号院': 2, '北京市朝阳区酒仙桥北路甲10号院402楼1层101内108': 1}"
298,299,北京市朝阳区酒仙桥街道办事处红霞路社区居委会东四环路酒仙桥路18号,1,"{'北京市朝阳区酒仙桥街道办事处红霞路社区居委会东四环路酒仙桥路18号': 1, '北京市朝阳区酒仙桥街道办事处红霞路社区居委会酒仙桥路18号': 1, '北京市朝阳区酒仙桥': 1}"
299,300,北京市朝阳区酒仙桥街道办事处红霞路社区居委会酒仙桥,2,{'北京市朝阳区酒仙桥街道办事处红霞路社区居委会酒仙桥': 2}
300,301,北京市朝阳区酒仙桥街道办事处南路社区居委会东四环路四街坊17楼前电大,2,{'北京市朝阳区酒仙桥街道办事处南路社区居委会东四环路四街坊17楼前电大': 2}
301,302,北京市朝阳区酒仙桥街道办事处红霞路社区居委会东四环路酒仙桥,1,"{'北京市朝阳区酒仙桥街道办事处红霞路社区居委会东四环路酒仙桥': 1, '北京市朝阳区酒仙桥街道办事处红霞路社区居委会酒仙桥': 1}"
302,303,北京市朝阳区酒仙桥街道办事处红霞路社区居委会东四环路酒仙桥中路3号,1,"{'北京市朝阳区酒仙桥街道办事处红霞路社区居委会东四环路酒仙桥中路3号': 1, '北京市朝阳区酒仙桥街道办事处红霞路社区居委会酒仙桥中路3号': 1}"
303,304,北京市朝阳区酒仙桥街道办事处红霞路社区居委会东四环路大山子社区居委会小陈各庄,1,"{'北京市朝阳区酒仙桥街道办事处红霞路社区居委会东四环路大山子社区居委会小陈各庄': 1, '北京市朝阳区酒仙桥街道办事处大山子社区居委会东四环路大山子社区居委会小陈各庄': 1}"
304,305,北京市朝阳区酒仙桥路酒仙桥,1,"{'北京市朝阳区酒仙桥路酒仙桥': 1, '北京市朝阳区酒仙桥路': 1}"
305,306,北京市朝阳区酒仙桥路14号,2,{'北京市朝阳区酒仙桥路14号': 2}
306,307,北京市朝阳区酒仙桥路14号,2,{'北京市朝阳区酒仙桥路14号': 2}
307,308,北京市朝阳区酒仙桥北路,1,"{'北京市朝阳区酒仙桥北路': 1, '北京市朝阳区酒仙桥北路9号': 1}"
308,309,北京市朝阳区大山子酒仙桥北路9号,1,"{'北京市朝阳区大山子酒仙桥北路9号': 1, '北京市朝阳区酒仙桥路14号': 1}"
309,310,北京市朝阳区酒仙桥街道办事处红霞路社区居委会东四环路酒仙桥十一街坊甲3号,2,{'北京市朝阳区酒仙桥街道办事处红霞路社区居委会东四环路酒仙桥十一街坊甲3号': 2}
310,311,北京市朝阳区酒仙桥街道办事处红霞路社区居委会酒仙桥南,2,{'北京市朝阳区酒仙桥街道办事处红霞路社区居委会酒仙桥南': 2}
311,312,北京市朝阳区酒仙桥路14号兆维华灯大厦A区2门202室,1,{'北京市朝阳区酒仙桥路14号兆维华灯大厦A区2门202室': 1}
312,313,北京市朝阳区酒仙桥南路5号,1,{'北京市朝阳区酒仙桥南路5号': 1}
313,314,北京市朝阳区酒仙桥路乙２１号国宾大厦４层４１３号,1,{'北京市朝阳区酒仙桥路乙２１号国宾大厦４层４１３号': 1}
314,315,北京市朝阳区酒仙桥南路１２号,1,{'北京市朝阳区酒仙桥南路１２号': 1}
315,316,北京市朝阳区酒仙桥万红路一号,1,{'北京市朝阳区酒仙桥万红路一号': 1}
316,317,北京市朝阳区酒仙桥污水处理厂院内1号,1,{'北京市朝阳区酒仙桥污水处理厂院内1号': 1}
317,318,北京市朝阳区酒仙桥小陈各庄１号,1,{'北京市朝阳区酒仙桥小陈各庄１号': 1}
318,319,北京市朝阳区酒仙桥中路18号,1,{'北京市朝阳区酒仙桥中路18号': 1}
319,320,北京市朝阳区酒仙桥路2号建通鸿雁宾馆803室,1,{'北京市朝阳区酒仙桥路2号建通鸿雁宾馆803室': 1}
320,321,北京市朝阳区大山子酒仙桥路２号,1,{'北京市朝阳区大山子酒仙桥路２号': 1}
321,322,北京市朝阳区酒仙桥东路1号院8号楼3层304室,1,{'北京市朝阳区酒仙桥东路1号院8号楼3层304室': 1}
322,323,北京市朝阳区东直门外大山子酒仙桥路2号,1,{'北京市朝阳区东直门外大山子酒仙桥路2号': 1}
